mix_id,audio_url,audio_length,audio_size,audio_sr,audio_source,num_tracks,all_ided,num_ided_tracks,dj_id
v4k9upt,https://soundcloud.com/sagan/mix-marathon-slamfm-11082017,3086.6639909297,47.0998077393,44100,soundcloud,16,True,16,sagan
1t0n9g89,https://soundcloud.com/lucasandsteve/lucas-steve-skyline-sessions-151,3611.5024943311,55.1080188751,44100,soundcloud,18,True,18,lucasandsteve
186fcpzk,https://www.mixcloud.com/AZ_Music/dimitri-vegas-like-mike-smash-the-house-258/,3497.389569161,104.3869247437,44100,mixcloud,18,True,18,dimitrivegasandlikemike
193qqmw1,https://www.mixcloud.com/dannyavilareadytojump/225-ready-to-jump/,3584.0928798186,107.7528524399,44100,mixcloud,17,True,17,dannyavila
db0cvpt,https://soundcloud.com/igniterecordings/firebeatz-presents-ignite-radio-096,3593.3518367347,54.8309936523,44100,soundcloud,16,True,16,firebeatz
9j21kbt,https://soundcloud.com/heartfeldt/sam-feldt-heartfeldt-radio-170,3606.6609297052,55.034277916,44100,soundcloud,19,True,19,samfeldt
pn2r81k,https://youtu.be/n_COx8rquMI,3602.2891666667,116.6264619827,48000,youtube,21,True,21,bingoplayers
t9k9v51,https://soundcloud.com/djandymoor/andy-moor-pres-moor-music-209,3520.7314285714,134.3063440323,44100,soundcloud,13,True,13,andymoor
2rrvq5t9,https://youtu.be/zONuszNe6PQ,3501.6569375,107.5161867142,48000,youtube,15,True,15,hardwell
lswx2c1,https://soundcloud.com/dim3nsionmusic/dim3nsion-selection-episode-177,3554.1681632653,54.2330980301,44100,soundcloud,12,True,12,dim3nsion
tbvpus9,https://www.mixcloud.com/madisonmars/house-of-mars-episode-4/,3602.2044444444,107.4699325562,44100,mixcloud,19,True,19,madisonmars
g401ubt,https://youtu.be/HDlo0MQIrpo,3422.9877291667,102.1682939529,48000,youtube,18,True,18,brohug
81hj2z9,https://youtu.be/4o4IPfrron8,3568.7161666667,109.483288765,48000,youtube,16,True,16,dimitrivegasandlikemike
2dkwc0g9,https://youtu.be/Ab1GtzHKn5A,3589.0916875,109.9755678177,48000,youtube,19,True,19,hardwell
1r44m111,https://soundcloud.com/lucasandsteve/lucas-steve-present-skyline-sessions-108,3601.0445351474,54.9485797882,44100,soundcloud,19,True,19,lucasandsteve
hz0fnsk,https://soundcloud.com/monstercat/cotw169,3613.9558276644,55.1454868317,44100,soundcloud,17,True,17,unknown
1szx3f4k,https://soundcloud.com/mikewilliamsontrack/mike-williams-on-track-114,3342.106122449,50.9972877502,44100,soundcloud,16,True,16,mikewilliams
253drb11,https://soundcloud.com/deeparturenl/deep-down-show-26,5441.9080045352,83.0381040573,44100,soundcloud,19,True,19,deeparture
1k8cx2k,https://youtu.be/rvGzmIQukFw,3351.67925,97.6007738113,48000,youtube,22,True,22,sandervandoorn
1wpsbqg9,https://www.mixcloud.com/MikeWilliamsOnTrack/mike-williams-on-track-049/,3561.1515646258,105.8018093109,44100,mixcloud,17,True,17,mikewilliams
7r5j041,https://soundcloud.com/ineedr3hab/r3hab-i-need-r3hab-168,3498.74,53.3876743317,44100,soundcloud,16,True,16,r3hab
2fj2rfj1,https://www.mixcloud.com/djMrWhite/whereismrwhite-7/,3605.8267573696,106.2589855194,44100,mixcloud,17,True,17,mr.white
2tjy22vt,https://youtu.be/T7CSq4E-NzY,3618.9757708333,114.0414247513,48000,youtube,18,True,18,oliverheldens
1txujb01,https://www.mixcloud.com/goingdeeper5/going-deeper-conversations-051/,3682.5919274376,108.2389831543,44100,mixcloud,23,True,23,goingdeeper
ccvbz6k,https://soundcloud.com/steveaoki/aokis-house-383,3576.7640816326,54.5778846741,44100,soundcloud,18,True,18,steveaoki
1r264559,https://soundcloud.com/mikewilliamsontrack/mike-williams-on-track-006,3604.0620408163,54.9944181442,44100,soundcloud,17,True,17,mikewilliams
15fl01ht,https://www.mixcloud.com/MartinGarrix/the-martin-garrix-show-214/,3600.1146485261,106.8612766266,44100,mixcloud,19,True,19,martingarrix
1s07dp39,https://soundcloud.com/1001tracklists/mrblack-1001tracklists-exclusive-mix,3505.4236734694,53.4893159866,44100,soundcloud,17,True,17,mr.black
1mfhtsxk,https://www.mixcloud.com/MartinGarrix/the-martin-garrix-show-255/,3600.1146485261,106.4607791901,44100,mixcloud,18,True,18,martingarrix
1ft0z191,https://www.mixcloud.com/DaddysGroove/genesis-207-daddys-groove-official-podcast/,3121.9229024943,92.7223844528,44100,mixcloud,13,True,13,daddysgroove
10t3bh21,https://www.mixcloud.com/goingdeeper5/going-deeper-conversations-048/,3634.5266213152,107.6117391586,44100,mixcloud,22,True,22,goingdeeper
2uhztxm1,https://www.mixcloud.com/SJ_RM/sexy-by-nature-radio-215-by-sunnery-james-ryan-marciano/,3591.2910657596,107.4770698547,44100,mixcloud,17,True,17,sunneryjamesandryanmarciano
229pdd41,https://youtu.be/UMYEL5o57Xs,3342.0081458333,104.1911287308,48000,youtube,20,True,20,unknown
2nxqtf29,https://youtu.be/NDULtplZrnU,3598.7743958333,107.0056886673,48000,youtube,14,True,14,noisezoo
ccrsd6t,https://www.mixcloud.com/solardomusic/solardo-presents-the-spot-070/,3568.674829932,106.78353405,44100,mixcloud,16,True,16,solardo
82v7xwt,https://soundcloud.com/avicii-le7els-39/avicii-le7els-39-2015-free,3497.56,53.3693389893,44100,soundcloud,15,True,15,avicii
1uv991f9,https://soundcloud.com/anjunabeats/anjunabeats-worldwide-607-with,6598.9224489796,100.6923618317,44100,soundcloud,22,True,22,unknown
j02zjgt,https://soundcloud.com/steveaoki/aokis-house-348,3595.0497959184,54.8569021225,44100,soundcloud,19,True,19,steveaoki
1wrbpyzt,https://www.mixcloud.com/SJ_RM/sexy-by-nature-radio-259-by-sunnery-james-ryan-marciano/,3600.2075283447,107.0290517807,44100,mixcloud,17,True,17,sunneryjamesandryanmarciano
260ykph1,https://soundcloud.com/mikewilliamsontrack/mike-williams-on-track-106,3638.8310204082,55.5249509811,44100,soundcloud,18,True,18,mikewilliams
26yrk9u9,https://www.mixcloud.com/AZ_Music/r3hab-i-need-r3hab-329/,3441.3830385487,98.4806976318,44100,mixcloud,18,True,18,r3hab
ccl36ck,https://www.mixcloud.com/swankytunes/swanky-tunes-showland-242/,3582.0495238095,105.6011285782,44100,mixcloud,18,True,18,swankytunes
16d1ybn9,https://www.mixcloud.com/AZ_Music/monstercat-tomorrowland-one-world-radio-invite-mix/,3614.9289795918,103.6103506088,44100,mixcloud,23,True,23,unknown
1q6rnqs9,https://www.mixcloud.com/xavier-sandoval/tchami-revelations-radio-001/,3551.956462585,103.7099657059,44100,mixcloud,19,True,19,tchami
2fhfg4r1,https://www.mixcloud.com/AZ_Music/r3hab-i-need-r3hab-332/,3348.8282993197,96.1114330292,44100,mixcloud,17,True,17,r3hab
28sz485t,https://soundcloud.com/monstercat/cotw170,3502.4530839002,53.4442749023,44100,soundcloud,17,True,17,kayzo
26yu5n21,https://youtu.be/Zfo3YAgyNng,3335.3238541667,101.5850801468,48000,youtube,17,True,17,unknown
d6gfxs9,https://www.mixcloud.com/gabryponte/gabry-ponte-robotizeme-episode-210/,3689.836553288,107.3453655243,44100,mixcloud,16,True,16,gabryponte
1lj1t319,https://youtu.be/VndDPtStJQU,3604.4865,113.5702943802,48000,youtube,15,True,15,hardwell
1fuqh2g1,https://www.mixcloud.com/fromthemusic/from-the-music-032/,3612.2354648526,107.5469532013,44100,mixcloud,18,True,18,dinodelmoro
56c02w9,https://soundcloud.com/bobina/rgc353,3565.7404081633,54.4096765518,44100,soundcloud,13,True,13,bobina
nplsfbk,https://soundcloud.com/derailedtraxx/the-sound-of-hardstyle-episode-024-takeover-by-prdx,3412.0620408163,52.0647306442,44100,soundcloud,19,True,19,prdx
1wrtpugt,https://youtu.be/QNHgSsoMFnw,3670.0651666667,109.6417665482,48000,youtube,18,True,18,lostfrequencies
h13w6u1,https://soundcloud.com/monstercat/cotw165,3616.3880045351,55.1825561523,44100,soundcloud,16,True,16,unknown
tbl3ypk,https://www.mixcloud.com/morganpage/morgan-page-in-the-air-episode-454/,3610.6565079365,107.8030958176,44100,mixcloud,17,True,17,morganpage
qht7wxk,https://www.mixcloud.com/tritonia/tritonia-190/,3695.2235827664,105.4391717911,44100,mixcloud,18,True,18,tritonal
c9f3cz1,https://www.mixcloud.com/protocolradio/nicky-romero-protocol-radio-232/,3116.4429931973,90.3453359604,44100,mixcloud,14,True,14,nickyromero
1957unl1,https://youtu.be/PswIRjrDbqo,3514.0099583333,109.1564455032,48000,youtube,17,True,17,mikewilliams
11pyx8z1,https://soundcloud.com/djpaulthomas/paul-thomas-presents-uv-radio-036,3612.107755102,55.1171865463,44100,soundcloud,14,True,14,paulthomas
11ndtybk,https://soundcloud.com/monstercat/mcp122,3408.1561678005,52.0053396225,44100,soundcloud,16,True,16,direct
t8lrqd1,https://www.mixcloud.com/LaidbackLuke/199-laidback-luke-presents-mixmash-radio/,3652.8239455782,106.5315246582,44100,mixcloud,19,True,19,laidbackluke
1cwx2juk,https://youtu.be/DR4l46HaRMc,3605.1598958333,110.679974556,48000,youtube,18,True,18,oliverheldens
mrtcr09,https://www.mixcloud.com/AZ_Music/r3hab-i-need-r3hab-337/,3490.8415419501,99.1987094879,44100,mixcloud,17,True,17,r3hab
cc7ck99,https://youtu.be/xE8AOUX-bLI,3335.5297708333,95.7489595413,48000,youtube,17,True,17,hardwell
npz3fyk,https://www.mixcloud.com/PromiseLand/amazing-show-430-by-promise-land/,3535.0058956916,104.6800727844,44100,mixcloud,16,True,16,promiseland
2j9q4rw1,https://youtu.be/emhlIOF2EKQ,3605.9725833333,111.8175172806,48000,youtube,16,True,16,hardwell
245yjmsk,https://soundcloud.com/hotsauceradio/hot-sauce-radio-026-august-1-2019,4211.7240816327,64.2669792175,44100,soundcloud,13,True,13,valentinokhan
1q69zrck,https://youtu.be/XAIFGuWCdfo,3458.3517291667,110.5009431839,48000,youtube,17,True,17,oliverheldens
tb84j0k,https://soundcloud.com/tritonalmusic/tritonia-237,3658.0571428571,55.818318367,44100,soundcloud,18,True,18,tritonal
2bnfc0g1,https://www.mixcloud.com/TranceInFrance/above-beyond-live-main-square-festival-2017-arras-france-30-06-2017/,3489.3090249433,100.7714157104,44100,mixcloud,13,True,13,abovebeyond
qk9m2q1,https://soundcloud.com/cartaofficial/carta-co-episode-100,3600.2680952381,54.936621666,44100,soundcloud,16,True,16,carta
rgu2k2k,https://www.mixcloud.com/MartinGarrix/the-martin-garrix-show-227/,3600.1146485261,108.3404417038,44100,mixcloud,18,True,18,martingarrix
1p6j7gt9,https://youtu.be/cieEQrsTik8,2869.5749375,88.1288423538,48000,youtube,15,True,15,unknown
237swvst,https://youtu.be/hZAJTu-4SNs,3456.3315833333,104.6614122391,48000,youtube,18,True,18,hardwell
1c1pqyf9,https://soundcloud.com/hotsauceradio/hot-sauce-radio-046-dec-19-2019,3742.0845351474,57.1006040573,44100,soundcloud,15,True,15,valentinokhan
h209mdt,https://soundcloud.com/officialjuro/blast-radio-021,3037.5706122449,116.7904567719,44100,soundcloud,16,True,16,juro
2dj0ckm1,https://youtu.be/J-liP5VpFmA,3508.0076041667,108.8539552689,48000,youtube,24,True,24,hardwell
20d8scs9,https://soundcloud.com/spinninrecords/spinnin-records-miami-2017-night-mix,3190.5595238095,48.6850271225,44100,soundcloud,31,True,31,unknown
1vtsf1rk,https://www.mixcloud.com/DaddysGroove/genesis-279-daddys-groove-official-podcast/,3379.664399093,102.0317420959,44100,mixcloud,13,True,13,daddysgroove
2rpmk729,https://soundcloud.com/armadaradio/armada-night-radio-164-dash-berlin-guest-mix,3631.8040816327,55.4177284241,44100,soundcloud,18,True,18,dashberlin
18kudp1,https://soundcloud.com/steveaoki/aokis-house-episode-138,2878.9289795918,43.9297657013,44100,soundcloud,15,True,15,steveaoki
60hxvhk,https://www.mixcloud.com/thebesthouse/blasterjaxx-maxximize-on-air-015-classics-edition-2014-09-12/,3756.9422222222,110.5378141403,44100,mixcloud,17,True,17,blasterjaxx
nq0pkh1,https://soundcloud.com/noraenpure/purified-153,3600.0391836735,54.9330339432,44100,soundcloud,13,True,13,noraenpure
1dwmgz6k,https://www.mixcloud.com/ClaudeVonStroke/claude-vonstroke-presents-the-birdhouse-187/,3600.6719274376,110.0560932159,44100,mixcloud,17,True,17,enricosangiuliano
f71th41,https://www.mixcloud.com/DJLafuente/full-colour-winter-blues/,3582.8854421769,107.4455137253,44100,mixcloud,12,True,12,lafuente
2k4w8sp9,https://www.mixcloud.com/Avicii/avicii-levels-episode-060/,3556.6933333333,105.9889144897,44100,mixcloud,16,True,16,avicii
1zh6l39,https://www.mixcloud.com/livesetsdjmixes/nervo-la-roca-maxima-fm-sat-31-05-2013/,3319.8497959184,92.5082139969,44100,mixcloud,11,True,11,nervo
229wvkg9,https://www.mixcloud.com/PlastikFunk/funk-you-very-much-vol-231/,3625.7959183674,109.3073759079,44100,mixcloud,15,True,15,plastikfunk
qkru83t,https://www.mixcloud.com/robbierivera/the-juicy-show-751/,3604.5728798186,109.5185956955,44100,mixcloud,14,True,14,robbierivera
1ut43x39,https://soundcloud.com/tobygreen/1001-mix-tg/s-fVBkz,3561.9787755102,54.3522787094,44100,soundcloud,18,True,18,tobygreen
1grwqmp9,https://www.mixcloud.com/AZ_Music/r3hab-i-need-r3hab-330/,3570.4395464853,102.9385623932,44100,mixcloud,17,True,17,r3hab
2clm20xk,https://soundcloud.com/jackedradio/afrojack-presents-jacked-radio-321,3686.2171428571,56.248005867,44100,soundcloud,21,True,21,afrojack
1r39cv39,https://www.mixcloud.com/TechnetiumXX/crankdat-gear-up-radio-007/,3532.1730612245,100.9560003281,44100,mixcloud,19,True,19,crankdat
jynhmc9,https://www.mixcloud.com/PlastikFunk/funk-you-very-much-vol-243/,3631.6937868481,109.2027492523,44100,mixcloud,15,True,15,plastikfunk
26x8m6g1,https://soundcloud.com/ineedr3hab/r3hab-i-need-r3hab-256,3629.5836734694,55.3838472366,44100,soundcloud,18,True,18,r3hab
1wphr70k,https://soundcloud.com/jackedradio/afrojack-presents-jacked-radio-307,3603.5918367347,54.9872436523,44100,soundcloud,21,True,21,afrojack
lu4z1t1,https://www.mixcloud.com/AZ_Music/borgeous-house-of-borgeous-217/,3033.3619954649,90.2039422989,44100,mixcloud,15,True,15,borgeous
1q3zg4ht,https://youtu.be/uI_la6T_ZeA,3152.4339229025,46.7086648941,44100,youtube,32,True,32,skrillex
1sxyuzbk,https://soundcloud.com/jay-hardway/jay-hardway-inspire-radio-42,3505.0579591837,53.4837360382,44100,soundcloud,17,True,17,jayhardway
1vthgbxt,https://youtu.be/m4ggeYu9qSU,3631.352,115.5893754959,48000,youtube,17,True,17,oliverheldens
2bmxjw4t,https://soundcloud.com/ineedr3hab/r3hab-i-need-r3hab-223,3252.7934693878,49.6344852448,44100,soundcloud,16,True,16,r3hab
1kl29jdk,https://www.mixcloud.com/Vyel/vyel-radio-show-006-disco-bass-house-dance-pop-dj-summer-mix/,3741.2919727891,111.7452697754,44100,mixcloud,18,True,18,vyel
1uv5pytk,https://www.mixcloud.com/djfenix/say-wow-session-12/,2512.5848526077,76.306388855,44100,mixcloud,12,True,12,fenix
1zjqwy8t,https://soundcloud.com/lucasandsteve/lucas-steve-present-skyline-sessions-124,3599.9209977324,54.9314403534,44100,soundcloud,18,True,18,lucasandsteve
u6nn311,https://www.mixcloud.com/538dancedepartment/the-best-of-dance-department-610-with-special-guest-funkin-matt/,3685.610521542,108.7915372849,44100,mixcloud,17,True,17,dennisruyer
1p62fm4k,https://soundcloud.com/axtone/kryder-tomorrowland-smorgasbord-special,3367.5,51.3851232529,44100,soundcloud,24,True,24,kryder
xypbpv1,https://soundcloud.com/dashberlin/dash-berlin-mix-sirius-xm-april-2018,3703.9542857143,56.518652916,44100,soundcloud,15,True,15,dashberlin
187mr1d1,https://soundcloud.com/sandervandoorn/sander-van-doorn-identity-493,3348.1926530612,51.0901613235,44100,soundcloud,15,True,15,sandervandoorn
11p4ndsk,https://soundcloud.com/yves-v/yves-v-v-sessions-111,3274.7102040816,49.9689083099,44100,soundcloud,14,True,14,yvesv
1cynzwm1,https://youtu.be/PiEogeOfkbA,3605.5430208333,109.0664491653,48000,youtube,13,True,13,alyfila
2vgvqc81,https://www.mixcloud.com/swankytunes/swanky-tunes-showland-256/,3632.7619047619,107.3244276047,44100,mixcloud,18,True,18,swankytunes
ywuvxs9,https://soundcloud.com/ferry-corsten/corstens-countdown-584,3532.852244898,53.9078426361,44100,soundcloud,12,True,12,ferrycorsten
sczfbd9,https://soundcloud.com/maxximizeonair/blasterjaxx-present-maxximize-on-air-212,3611.4024489796,55.1064243317,44100,soundcloud,19,True,19,blasterjaxx
10sbc4y1,https://www.mixcloud.com/djsets4u/1live-dj-session-moguai-14072018/,3601.8793650794,98.0845422745,44100,mixcloud,18,True,18,moguai
1p8pm42t,https://www.mixcloud.com/AZ_Music/dimitri-vegas-like-mike-smash-the-house-304/,3604.8050793651,104.9398450851,44100,mixcloud,18,True,18,dimitrivegasandlikemike
2n0jmsdk,https://soundcloud.com/noraenpure/purified-150,3600.0391836735,54.9330339432,44100,soundcloud,12,True,12,noraenpure
1ty5z491,https://soundcloud.com/tubeandberger/deeper-sessions-by-tube-berger-30,3628.0487981859,55.3607292175,44100,soundcloud,13,True,13,tubeberger
1wrrjdt1,https://www.mixcloud.com/AZ_Music/david-guetta-playlist-485/,3558.9224489796,104.8107814789,44100,mixcloud,15,True,15,davidguetta
1kkhkh71,https://www.mixcloud.com/AZ_Music/mesto-spinnin-sessions-305/,3594.5418594104,105.4134178162,44100,mixcloud,19,True,19,mesto
1mdk8gj9,https://soundcloud.com/cosmicgateofficial/wym-radio-episode-233,3599.6995918367,54.9278526306,44100,soundcloud,12,True,12,cosmicgate
1khgwr0t,https://soundcloud.com/alyandfila/fsoe-489,3480.0587755102,53.1022787094,44100,soundcloud,11,True,11,alyfila
2rrjnhft,https://www.mixcloud.com/DaddysGroove/genesis-264-daddys-groove-official-podcast/,3378.0854421769,102.6918010712,44100,mixcloud,13,True,13,daddysgroove
2h8w0jx9,https://soundcloud.com/anjunabeats/aww507,3546.4881632653,54.1159105301,44100,soundcloud,11,True,11,ilanbluestone
rfb6119,https://soundcloud.com/ozradiobyummetozcan/ummet-ozcan-presents-innerstate-ep-149,3532.5648979592,53.9034585953,44100,soundcloud,18,True,18,ummetozcan
1p99qlx1,https://youtu.be/xzrV6nhHB2Y,3531.3771875,108.7698411942,48000,youtube,18,True,18,unknown
nq5b3d1,https://soundcloud.com/steveaoki/aokis-houe-397,3518.8506122449,53.6941947937,44100,soundcloud,18,True,18,steveaoki
25zxg64t,https://www.mixcloud.com/dannyavila/danny-avila-ready-to-jump-232/,3731.9111111111,112.0986394882,44100,mixcloud,17,True,17,dannyavila
v6cw939,https://soundcloud.com/enhanced/enhanced-sessions-502-with,3624.0195918367,55.2989463806,44100,soundcloud,13,True,13,quizzow
1yln346t,https://soundcloud.com/mikewilliamsontrack/mike-williams-on-track-110,3529.1951020408,53.8520393372,44100,soundcloud,18,True,18,mikewilliams
1cw8b151,https://www.mixcloud.com/Enhanced_Music/enhanced-sessions-369-with-rodrigo-deem/,3650.7805895692,107.5495052338,44100,mixcloud,14,True,14,rodrigodeem
pjj7zg1,https://soundcloud.com/anjunabeats/aww474,3840.052244898,58.5953426361,44100,soundcloud,11,True,11,mattfax
10qmq189,https://soundcloud.com/monstercat/mcp123,3691.7829478458,56.3333053589,44100,soundcloud,17,True,17,conro
2m32ncjt,https://www.mixcloud.com/MartinGarrix/the-martin-garrix-show-271/,3600.1146485261,107.0335063934,44100,mixcloud,16,True,16,martingarrix
2wd8x509,https://www.mixcloud.com/AZ_Music/dimitri-vegas-like-mike-smash-the-house-300/,3588.3653514739,105.1513700485,44100,mixcloud,15,True,15,dimitrivegasandlikemike
238kpg2k,https://www.mixcloud.com/dondiablo/don-diablo-hexagon-radio-episode-256/,3602.0186848073,104.7654342651,44100,mixcloud,51,True,51,dondiablo
186hts11,https://www.mixcloud.com/TechnetiumXX/crankdat-gear-up-radio-009/,3580.9349659864,102.6390895844,44100,mixcloud,19,True,19,crankdat
2gfh77x1,https://soundcloud.com/marlomusic/altitude-radio-episode-025,3564.9306122449,54.3973197937,44100,soundcloud,13,True,13,marlo
12nn1sh1,https://soundcloud.com/heartfeldt/sam-feldt-heartfeldt-radio-166,3616.4889342404,55.1841506958,44100,soundcloud,17,True,17,samfeldt
21czfcl9,https://youtu.be/H9akNDwVq38,3613.0198333333,110.007519722,48000,youtube,18,True,18,dondiablo
2l55vm69,https://youtu.be/bx2N1Tkoqbk,3823.787375,123.1535997391,48000,youtube,18,True,18,oliverheldens
1sxswnj9,https://www.mixcloud.com/MiXCapital/tritonal-tritonia-160/,3600.3468480726,102.3027820587,44100,mixcloud,19,True,19,tritonal
v5rt9x1,https://www.mixcloud.com/leandrodasilvabis/in-da-silva-house-44/,3610.8422675737,109.2172193527,44100,mixcloud,16,True,16,leandrodasilva
u8hy5b1,https://www.mixcloud.com/mdelectro/md-electro-nightlife-experience-040/,3550.8419047619,106.5267944336,44100,mixcloud,17,True,17,mdelectro
1khd4vj1,https://soundcloud.com/danstone/dan-stone-live-a-state-of-trance,3610.176984127,55.0880889893,44100,soundcloud,11,True,11,danstone
h0g61xk,https://www.mixcloud.com/spinninsessions2/spinnin-sessions-182-ephwurd-guestmix/,3577.1733333333,103.5772609711,44100,mixcloud,26,True,26,ephwurd
1xp1jx39,https://soundcloud.com/sandervandoorn/sander-van-doorn-identity-492,3275.7028571429,49.9840545654,44100,soundcloud,20,True,20,sandervandoorn
1mdzhd41,https://soundcloud.com/marlomusic/altitude-radio-episode-016,3501.1395918367,53.4239463806,44100,soundcloud,15,True,15,marlo
1bzkxglt,https://www.mixcloud.com/djsets4u/1live-dj-session-moguai-31122017/,3576.1980952381,66.785618782,44100,mixcloud,14,True,14,moguai
pmwhldt,https://soundcloud.com/egesp/ege074-juan-deminicis,3783.0269387755,57.7252063751,44100,soundcloud,11,True,11,juandeminicis
2sp7mx31,https://soundcloud.com/ferry-corsten/ferrys-fix-april-2019,3721.4302040816,56.7853145599,44100,soundcloud,12,True,12,ferrycorsten
599tzv1,https://youtu.be/0yrIiBxDsW8,3915.97569161,110.0364532471,44100,youtube,11,True,11,simonpatterson
2clxyfck,https://soundcloud.com/ozradiobyummetozcan/ummet-ozcan-presents-innerstate-ep-183,3643.5330612245,55.5966978073,44100,soundcloud,18,True,18,ummetozcan
1t0bk06t,https://soundcloud.com/maxximizeonair/blasterjaxx-present-maxximize-on-air-269,3588.9893877551,54.7644281387,44100,soundcloud,18,True,18,blasterjaxx
hzc1231,https://www.mixcloud.com/dannyavila/danny-avila-ready-to-jump-231/,3490.0520634921,105.7471199036,44100,mixcloud,17,True,17,dannyavila
pn7gjvt,https://www.mixcloud.com/morganpage/morgan-page-in-the-air-episode-497/,3540.9502040816,105.9897518158,44100,mixcloud,20,True,20,morganpage
28uysv2k,https://www.mixcloud.com/robinschulz/sugar-radio-show-185-robin-schulz/,3594.4954195011,106.6395673752,44100,mixcloud,15,True,15,robinschulz
2pvrgup1,https://soundcloud.com/mikewilliamsontrack/mike-williams-on-track-112,3326.9289795918,50.7657032013,44100,soundcloud,16,True,16,mikewilliams
2gdf33p9,https://soundcloud.com/russiagoesclubbing/rgc501,3621.3812244898,55.258687973,44100,soundcloud,14,True,14,bobina
yw35t0k,https://www.mixcloud.com/538dancedepartment/the-best-of-dance-department-634-dj-special-tchami/,3216.613877551,95.3042449951,44100,mixcloud,15,True,15,dennisruyer
qjw7vt9,https://youtu.be/Baw6p-bCTHg,3552.9730416667,110.6955385208,48000,youtube,18,True,18,hardwell
2k4mwmmk,https://youtu.be/Xm9D3YhuXXw,3346.0484166667,102.2182588577,48000,youtube,17,True,17,hardwell
2ugxnq69,https://soundcloud.com/enhanced/enhanced-sessions-403-with-culture-code,3549.8840816327,54.1677284241,44100,soundcloud,14,True,14,culturecode
1dv8xnqk,https://www.mixcloud.com/xavier-sandoval/steve-aoki-aokis-house-podcast-238/,3516.8943310658,103.4878911972,44100,mixcloud,18,True,18,steveaoki
26zk6ryk,https://youtu.be/ff72mS6WHcE,3636.0192083333,116.2197389603,48000,youtube,18,True,18,oliverheldens
2k3tuk5t,https://soundcloud.com/firebeatz/firebeatz-presents-firebeatz-radio-107,3552.1044897959,54.2016086578,44100,soundcloud,17,True,17,firebeatz
1b30gymk,https://soundcloud.com/ministryofsound/soundof-robin-schulz,2773.3942857143,42.319434166,44100,soundcloud,11,True,11,robinschulz
1zjqpmwt,https://www.mixcloud.com/PlastikFunk/funk-you-very-much-vol-241/,3716.5395011338,112.2886724472,44100,mixcloud,17,True,17,plastikfunk
1wqs2v1k,https://soundcloud.com/ineedr3hab/r3hab-i-need-r3hab-322,3573.8383673469,54.533241272,44100,soundcloud,18,True,18,r3hab
12mhk7wk,https://youtu.be/fXwI-SW4T00,4923.8791666667,91.6216478348,48000,youtube,17,True,17,deadmau5
qgsgku9,https://soundcloud.com/evalutionradio/episode-37,3727.498707483,56.8781871796,44100,soundcloud,18,True,18,evashaw
2qtu2t71,https://youtu.be/RevzNnNkl7Y,3600.0705208333,109.4447450638,48000,youtube,17,True,17,unknown
2fghpq6k,https://soundcloud.com/mikewilliamsontrack/mike-williams-on-track-65,3600.3798412698,54.9386148453,44100,soundcloud,18,True,18,mikewilliams
1mfck8s9,https://soundcloud.com/cuebrick/cuebricks-conference-112,3600.0653061224,54.933432579,44100,soundcloud,19,True,19,cuebrick
251cgp3t,https://www.mixcloud.com/djsesion/david-guetta-dj-mix-355-16042017/,3597.5140136054,107.8936462402,44100,mixcloud,17,True,17,davidguetta
j08p11t,https://www.mixcloud.com/davidguetta/david-guetta-playlist-440/,3753.8307482993,112.7100381851,44100,mixcloud,14,True,14,davidguetta
5k4hx0k,https://youtu.be/Ye0Ds7RGvUs,3350.0770833333,101.1930055618,48000,youtube,16,True,16,sandervandoorn
16d3gpj9,https://www.mixcloud.com/DaddysGroove/genesis-269-daddys-groove-official-podcast/,3578.3343310658,108.971121788,44100,mixcloud,11,True,11,daddysgroove
qkwb8jk,https://soundcloud.com/zerothree-music/realprog-radio-presented-by-farius-054,3498.4751020408,53.3832893372,44100,soundcloud,11,True,11,farius
xy3hfl9,https://soundcloud.com/thecuckoosnestradio/mr-belt-wezols-cuckoos-nest-44ade-special,2993.236462585,45.6740264893,44100,soundcloud,17,True,17,mr.beltandwezol
192cj3nk,https://soundcloud.com/yves-v/vsessions040,3188.48,48.6531391144,44100,soundcloud,14,True,14,yvesv
2gfx9g51,https://soundcloud.com/jay-hardway/jay-hardway-inspire-radio-ep-68,3641.6,55.5672016144,44100,soundcloud,17,True,17,jayhardway
2rrq2pnt,https://soundcloud.com/ferreckdawn/from-deep-till-dawn-july-2019,4087.7419501134,62.374838829,44100,soundcloud,15,True,15,ferreckdawn
6jh58gt,https://soundcloud.com/your-edms-collection/your-edm-mix-with-firebeatz-jay-hardway-volume-41,3622.7409977324,55.2798137665,44100,soundcloud,22,True,22,firebeatz
26zmqwf1,https://soundcloud.com/igniterecordings/firebeatz-presents-ignite-radio-099,3608.3983673469,55.060585022,44100,soundcloud,16,True,16,firebeatz
db75mgk,https://www.mixcloud.com/PrototypeMixes/david-guetta-playlist-494/,3600.2075283447,113.6982593536,44100,mixcloud,14,True,14,davidguetta
2j93xvk1,https://soundcloud.com/stevevoidmusic/rf023,3600.0653061224,54.933432579,44100,soundcloud,20,True,20,stevevoid
tbp43u9,https://soundcloud.com/anjunabeats/anjunabeats-worldwide-618-with,3724.1730612245,56.8271665573,44100,soundcloud,12,True,12,dt8project
