mix_id,audio_url,audio_length,audio_size,audio_sr,audio_source,num_tracks,all_ided,num_ided_tracks,dj_id
jwmtj61,https://youtu.be/lkuj6fc0_rk,3509.2266458333,106.8279161453,48000,youtube,30,True,30,unknown
